z,n,symbol,radius,unc_r,abundance,unc_a,energy_shift,energy,unc_e,ripl_shift,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_md,electric_quadrupole,unc_eq,qbm,unc_qb,qbm_n,unc_qbmn,qa,unc_qa,qec,unc_qec,sn,unc_sn,sp,unc_sp,binding,unc_ba,atomic_mass,unc_am,massexcess,unc_me,me_systematics,discovery,ENSDFpublicationcut-off,ENSDFauthors,Extraction_date,nuclide
6,16,C,,,,,,0.0,,,0+,6.1,,+14-12,ms,0.0061,0.0013,B-,100.0,,B-N,61.0,,B-2N,37.0,,,,,,,21846.3983,311.0627,20307.9695,267.5007,,,,,103.0,640.0,32060.6549,604.7261,5421.0778,10.5223,22057553.99,248.515,53611.203,231.49,N,1986.0,1-Apr-2015,M. Shamsuzzoha Basunia,2023-10-18,22c
7,3,N,,,,,,0.0,,,(1-),2.5,,+20-15,MeV,1.8249508602855427e-22,1.2774656021998798e-22,P,100.0,,,,,,,,2,,,,,,,,,-10945.0,2042.0,23101.354,400.0,,,-2600.0851,400.0057,3643.6724,40.0,10041653.54,429.417,38800.027,400.0,N,2002.0,20-July-2017,M.S. Narijauskas and  J.H. Kelley and  C.G. Sheu,2023-10-18,10n
7,4,N,,,,,,0.0,,,1/2+,830,,30,keV,5.496839940619106e-22,1.986809617091243e-23,P,100.0,,,,,,,,3/2,,,,,-23373.2693,60.2459,,,-5735.8247,25.6426,13716.247,5.0,22505.7016,400.0313,-1377.9999,5.0,5358.4023,0.4546,11026157.593,5.368,24365.644,5.0,N,1974.0,1-Jan-2011,J.H. KELLEY and  C.G. SHEU,2023-10-18,11n
7,5,N,,,,,,0.0,,,1+,11.000,,16,ms,0.011,1.6e-05,EC+B+,100.0,,B+A,1.93,0.04,,,,1,0.4571,0.0001,0.01,0.0009,-14675.2668,12.0418,-38472.1632,60.0464,-8008.4167,1.414,17338.068,1.0,15098.8939,5.0995,600.3,1.0017,6170.11,0.0833,12018613.18,1.073,17338.068,1.0,N,1949.0,1-Jan-2017,J.H. KELLEY and  J.E. Purcell and C.G. SHEU,2023-10-18,12n
7,6,N,,,,,,0.0,,,1/2-,9.965,,4,m,597.9,0.24,EC+B+,100.0,,,,,,,,1/2,0.3219,0.0004,,,-17769.9506,9.5301,-34739.1719,12.0032,-9495.9206,0.942,2220.472,0.27,20063.9051,1.0356,1943.49,0.2695,7238.8634,0.0207,13005738.609,0.289,5345.481,0.27,N,1934.0,23-Apr-1986,F. AJZENBERG-SELOVE and  J.H. KELLEY AND C.D. NESARAJA,2023-10-18,13n
7,7,N,2.5582,0.007,99.6205,0.0247,,0.0,,,1+,STABLE,,,,,,,,,,,,,,,0,0.403573,2e-06,0.02044,3e-05,-5144.3643,0.0252,-28323.3329,9.5263,-11612.1097,0.0149,-156.476,0.004,10553.3823,0.2695,7550.5636,0.0001,7475.6148,0.0002,14003074.00425,0.00024,2863.41683,0.00022,N,1920.0,1-JUL-1990,F. AJZENBERG-SELOVE,2023-10-18,14n
7,8,N,2.6058,0.008,0.3795,0.0247,,0.0,,,1/2-,STABLE,,,,,,,,,,,,,,,1/2,-0.2830569,1.4e-06,,,-2754.1841,0.4902,-15977.6611,0.0252,-10991.1859,0.0121,-9771.707,0.8,10833.2968,0.0008,10207.4263,0.0038,7699.4603,0.0002,15000108.89827,0.00062,101.43809,0.00058,N,1929.0,1-Jul-1990,F. AJZENBERG-SELOVE,2023-10-18,15n
7,9,N,,,,,,0.0,,,2-,7.13,,2,s,7.13,0.02,B-,100.0,,B-A,0.0012,0.0005,,,,1,1.9856,0.0011,-0.018,0.002,10420.9094,2.3014,-5243.0331,2.353,-10110.4066,2.6538,-8010.226,4.254,2488.849,2.3014,11478.209,2.4365,7373.7971,0.1438,16006101.925,2.47,5683.907,2.301,N,1933.0,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2023-10-18,16n
7,10,N,,,,,,0.0,,,1/2-,4.173,,4,s,4.173,0.004,B-,100.0,,B-N,95.1,0.7,B-A,0.0025,,3/2,0.3552,0.0004,,,8678.843,15.0,4535.7629,15.0,-11116.7852,15.0333,-13161.801,22.947,5885.1465,15.1755,13113.0255,15.4208,7286.2294,0.8824,17008448.876,16.103,7870.079,15.0,N,1949.0,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2023-10-18,17n
7,11,N,,,,,,0.0,,,1-,619,,2,ms,0.619,0.002,B-,100.0,,B-A,12.2,0.6,B-N,12.0,1.3,2,0.3274,0.0004,0.0123,0.0012,13895.9838,18.5695,5850.6136,18.5695,-12975.4343,28.1928,-11806.099,35.282,2828.2294,23.8711,15207.6831,25.4237,7038.5627,1.0316,18014077.563,19.935,13113.167,18.57,N,1964.0,30-Jun-2021,R. Spitzer and  J.H. Kelley,2023-10-18,18n
7,12,N,,,,,,0.0,,,1/2-,336,,3,ms,0.336,0.003,B-,100.0,,B-N,41.8,0.9,,,,,0.305,0.015,,,12523.3972,16.6143,8567.7533,16.4037,-15526.0403,26.6702,-16557.499,99.747,5328.2305,24.7772,16351.9817,34.1919,6948.5452,0.8634,19017022.389,17.61,15856.255,16.404,N,1968.0,06-Nov-2018,G.C. Sheu and  J.H. Kelley,2023-10-18,19n
7,13,N,,,,,,0.0,,,(2-),134.4,,37,ms,0.1344,0.0037,B-,100.0,,B-N,42.9,1.4,,,,,,,,,17970.3261,78.8991,10362.322,78.9382,-17770.1168,82.6304,-15737.069,243.746,2161.0753,80.5814,17936.2277,126.1141,6709.1717,3.9447,20023367.295,84.696,21766.498,78.894,N,1969.0,31-Dec-2018,C.G. Sheu and  J.H. Kelley,2023-10-18,20n
7,14,N,,,,,,0.0,,,(1/2-),84,,7,ms,0.084,0.007,B-,100.0,,B-N,86.0,4.0,,,,,,,,,17169.8816,134.584,13364.4256,134.0508,-20909.3222,244.1867,-20411.085,610.889,4605.9005,155.5414,19560.6224,266.752,6609.0159,6.3832,21027087.573,143.906,25231.915,134.048,N,1970.0,15-Jan-2015,R.B. FIRESTONE,2023-10-18,21n
7,15,N,,,,,,0.0,,,(0-),23,,3,ms,0.023,0.003,B-,100.0,,B-N,34.0,3.0,B-2N,12.0,3.0,,,,,,22481.7725,215.435,15631.4527,208.1255,-22452.7511,291.2997,-21846.398,311.062,1538.4289,247.2672,21167.0,631.0,6378.5347,9.4445,22034100.918,223.06,31764.805,207.779,N,1979.0,1-Apr-2015,M. Shamsuzzoha Basunia,2023-10-18,22n
7,16,N,,,,,,0.0,,,,14.1,,+12-13,ms,0.0141,0.00125,B-,100.0,,B-N,42.0,6.0,B-2N,8.0,4.0,,,,,,22099.0584,437.8271,19366.0789,424.404,-25474.7374,672.9671,,,3115.6936,469.096,24179.745,480.0693,6236.6721,18.2856,23039421.0,451.5,36720.429,420.57,N,1985.0,1-Jun-2020,M.S. Basunia{+#} and  A. Chakraborty{+##},2023-10-18,23n
7,17,N,,,,,,0.0,,,,52,LT,,ns,5.2e-08,,N,,,,,,,,,,,,,,28438.0,433.0,24245.0,419.0,-24888.0,677.0,,,-2146.0,581.0,24522.0,1074.0,5887.0,17.0,24050390.0,430.0,46938.0,401.0,Y,,31-Mar-2022,M. Shamsuzzoha Basunia and  Anagha Chakraborty,2023-10-18,24n
8,3,O,,,,,,0.0,,,(3/2-),1.30,,,MeV,3.5095208851645054e-22,0.0,2P,100.0,,,,,,,,,,,,,,,,,,,23373.269,60.246,,,-1649.9147,404.4806,3162.4372,5.458,11051249.828,64.453,47738.913,60.038,N,2019.0,29-April-2019,C.G. Sheu and  J.H. Kelley,2023-10-18,11o
8,4,O,,,,,,0.0,,,0+,72,LT,,keV,6.336634931547025e-21,0.0,2P,100.0,,,,,,,,2,,,,,,,,,-5475.8501,21.836,14675.267,12.042,23796.8964,61.2256,-358.7199,13.0,4881.9755,1.0,12034367.726,12.882,32013.335,12.0,N,1978.0,1-Jan-2017,J.H. KELLEY and  J.E. Purcell and C.G. SHEU,2023-10-18,12o
8,5,O,,,,,,0.0,,,(3/2-),8.58,,5,ms,0.00858,5e-05,B+P,100.0,,EC+B+,100.0,,,,,3/2,1.3892,0.0003,0.0111,0.0008,-18915.0,500.0,,,-8220.4554,9.763,17769.951,9.53,16969.2213,15.3217,1511.6075,9.5786,5811.7636,0.7328,13024815.435,10.226,23115.432,9.526,N,1963.0,23-Apr-1986,F. AJZENBERG-SELOVE and  J.H. KELLEY AND C.D. NESARAJA,2023-10-18,13o
8,6,O,,,,,,0.0,,,0+,70.606,,18,s,70.606,0.018,EC+B+,100.0,,,,,,,,1,,,,,-23956.6215,41.1187,-42093.0,500.0,-10115.8076,0.0747,5144.364,0.025,23178.9686,9.5263,4626.671,0.2707,7052.2783,0.0018,14008596.706,0.027,8007.781,0.025,N,1949.0,1-JUL-1990,F. AJZENBERG-SELOVE,2023-10-18,14o
8,7,O,,,,,,0.0,,,1/2-,122.24,,16,s,122.24,0.16,EC+B+,100.0,,,,,,,,1/2,0.71908,0.00012,,,-13711.13,14.0086,-37180.0986,41.1217,-10218.6907,0.4938,2754.184,0.49,13223.477,0.4908,7296.7657,0.4902,7463.6915,0.0327,15003065.636,0.526,2855.622,0.49,N,1934.0,1-Jul-1990,F. AJZENBERG-SELOVE,2023-10-18,15o
8,8,O,2.6991,0.0052,99.757,0.011,,0.0,,,0+,STABLE,,,,,,,,,,,,,,,0,1.668,0.012,,,-15412.184,5.3642,-29375.0724,14.0,-7161.918,0.0003,-10420.909,2.301,15663.9424,0.4902,12127.4113,0.0006,7976.2072,0.0002,15994914.61926,0.00032,-4737.00217,0.0003,N,1919.0,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2023-10-18,16o
8,9,O,2.6932,0.0075,0.03835,0.00096,,0.0,,,5/2+,STABLE,,,,,,,,,,,,,,,1/2,-1.893543,1e-05,-0.0256,0.0002,-2760.4655,0.2479,-19555.2641,5.3642,-6358.6894,0.0007,-8678.843,15.0,4143.0801,0.0008,13781.6425,2.3014,7750.7291,0.0002,16999131.75595,0.00069,-808.76421,0.00064,N,1925.0,5-Aug-2021,C.G. Sheu and J.H. Kelley and J. Purcell,2023-10-18,17o
8,10,O,2.7726,0.0056,0.2045,0.0102,,0.0,,,0+,STABLE,,,,,,,,,,,,,,,1,,,,,-1655.9288,0.4633,-10805.8357,0.2479,-6227.6255,0.0038,-13895.983,18.57,8045.3702,0.001,15941.8662,15.0,7767.0981,0.0002,17999159.61214,0.00069,-782.81634,0.00064,N,1929.0,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2023-10-18,18o
8,11,O,,,,,,0.0,,,5/2+,26.88,,5,s,26.88,0.05,B-,100.0,,,,,,,,3/2,1.53238,7e-05,0.00362,0.00013,4820.3029,2.637,-5611.5727,2.6774,-8965.2032,2.7556,-12523.397,16.615,3955.6439,2.637,17069.2807,18.7558,7566.4952,0.1388,19003577.969,2.83,3332.858,2.637,N,1936.0,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2023-10-18,19o
8,12,O,,,,,,0.0,,,0+,13.51,,5,s,13.51,0.05,B-,100.0,,,,,,,,2,0.7,0.03,,,3813.6349,0.8854,-2787.7012,0.8849,-12322.8773,3.6855,-17970.326,78.899,7608.0042,2.7815,19349.0544,16.4276,7568.5707,0.0442,20004075.357,0.95,3796.172,0.885,N,1959.0,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H. WELLER,2023-10-18,20o
8,13,O,,,,,,0.0,,,(5/2+),3.42,,10,s,3.42,0.1,B-,100.0,,,,,,,,,,,,,8109.639,12.1342,8.179,12.0,-15394.7616,21.1078,-17169.881,134.584,3805.456,12.0326,20993.4351,79.8015,7389.3747,0.5714,21008654.948,12.882,8062.034,12.0,N,1968.0,15-Jan-2015,R.B. FIRESTONE,2023-10-18,21o
8,14,O,,,,,,0.0,,,0+,2.25,,9,s,2.25,0.09,B-,100.0,,B-N,22.0,,,,,,,,,,6489.6562,58.2558,1259.3192,56.9495,-18061.1494,64.3428,-22481.773,215.435,6850.3198,58.1722,23237.8544,145.6326,7364.8722,2.5873,22009965.744,61.107,9283.032,56.921,N,1969.0,1-Apr-2015,M. Shamsuzzoha Basunia,2023-10-18,22o
8,15,O,,,,,,0.0,,,1/2+,97,,8,ms,0.097,0.008,B-,100.0,,B-N,7.0,2.0,,,,,,,,,11336.1072,126.1904,3756.6767,122.3418,-20217.2997,156.5064,-22099.058,437.828,2732.9795,134.3643,24432.405,240.8029,7163.4856,5.2918,23015696.686,130.663,14621.371,121.712,N,1970.0,1-Jun-2020,M.S. Basunia{+#} and  A. Chakraborty{+##},2023-10-18,23o
8,16,O,,,,,,0.0,,,0+,72,,5,ms,0.072,0.005,B-,100.0,,B-N,42.0,5.0,,,,,,,,,10955.8885,191.6327,7143.8229,168.2077,-21428.0782,283.4984,-28437.596,433.572,4192.2843,204.9326,25508.9957,451.7326,7039.6855,6.8698,24019861.0,177.0,18500.404,164.874,N,1970.0,31-Mar-2022,M. Shamsuzzoha Basunia and  Anagha Chakraborty,2023-10-18,24o
8,17,O,,,,,,0.0,,,,,,,,,,N,100.0,,,,,,,,,,,,,15994.8633,191.1909,11713.1962,191.8132,-20739.0,619.0,-28653.97,529.39,-757.3077,8.3205,26898.0,433.0,6727.8058,6.6034,25029338.919,177.225,27329.03,165.084,N,2008.0,1-Feb-2008,R.B. FIRESTONE,2023-10-18,25o
8,18,O,,,,,,0.0,,,0+,4.5,,+32-34,ps,4.5e-12,3.3e-12,2N,100.0,,,,,,,,,,,,,15986.3855,196.6301,15255.5557,191.0752,-21375.0782,284.247,,,739.3077,9.7073,28611.0,529.0,6497.479,6.3442,26037210.155,177.081,34661.041,164.95,N,2012.0,1-Feb-2016,M.S. Basunia and A.M. Hurst,2023-10-18,26o
9,4,F,,,,,X,,,,(5/2+),1.01,,27,MeV,4.5172050997166895e-22,1.2075696801222834e-22,,,,,,,,,,,,,,,,,,,,,,,,,-2728.0,500.0,4297.0,38.0,13045121.0,537.0,42030.0,500.0,Y,,14-March-2021,J. Kelley and  C.G. Sheu,2023-10-18,13f
9,5,F,,,,,,0.0,,,2-,910,,100,keV,5.013601264520724e-22,5.50945193903376e-23,,,,,,,,,,,,,,,,,,,-9260.5406,402.1079,23956.622,41.119,18137.0,502.0,-1559.9999,40.0,5285.2091,2.9371,14034315.196,44.142,31964.403,41.119,N,2010.0,01-MARCH-2014,J. Kelley and  C.G. Sheu,2023-10-18,14f
9,6,F,,,,,,0.0,,,1/2+,660,,20,keV,6.912692652596753e-22,2.0947553492717437e-23,P,100.0,,,,,,,,,,,,,-23648.6215,68.1377,,,-10223.8076,14.8663,13711.13,14.0,23468.9686,43.4368,-1269.9999,14.0,6497.4597,0.9333,15017785.139,15.029,16566.752,14.0,N,1978.0,17-JULY-2016,J. Kelley and  T. Truong and  C.G. Sheu,2023-10-18,15f
9,7,F,,,,,,0.0,,,0-,40,,20,keV,1.1405942876784644e-20,5.702971438392322e-21,P,100.0,,,,,,,,1,,,,,-13311.5932,21.1709,-37611.51,66.8994,-9087.8022,5.4566,15412.184,5.364,13962.8884,14.9925,-530.5885,5.3604,6964.049,0.3353,16011460.278,5.758,10675.182,5.364,N,1964.0,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2023-10-18,16f
9,8,F,,,,,,0.0,,,5/2+,64.49,,16,s,64.49,0.16,EC+B+,100.0,,,,,,,,1/2,4.7213,0.0003,0.076,0.004,-14548.7507,0.4323,-30106.3918,20.4815,-5818.6957,0.3662,2760.465,0.248,16794.7986,5.3699,600.2676,0.2479,7542.3284,0.0146,17002095.237,0.266,1951.701,0.248,N,1934.0,31-DEC-1992,J.H. KELLEY and  D.R. TILLEY and  H.R. WELLER AND C.M. CHEVES,2023-10-18,17f
9,9,F,,,,,,0.0,,,1+,109.77,,5,m,6586.2,3.0,EC+B+,100.0,,,,,,,,0,2.68,0.03,0.071,0.006,-4444.5049,0.5888,-23698.6576,0.5832,-4415.2202,0.4633,1655.928,0.463,9149.9069,0.5254,5607.0944,0.4633,7631.6383,0.0257,18000937.324,0.497,873.112,0.463,N,1937.0,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2023-10-18,18f
9,10,F,2.8976,0.0025,100.0,,,0.0,,,1/2+,STABLE,,,,,,,,,,,,,,,1/2,2.628321,4e-06,-0.0942,0.0009,-3239.4986,0.1601,-14876.3806,0.3634,-4013.7991,0.001,-4820.303,2.637,10431.8757,0.4633,7993.5998,0.001,7779.0192,0.0002,18998403.16207,0.00088,-1487.44512,0.00082,N,1920.0,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2023-10-18,19f
9,11,F,,,,,,0.0,,,2+,11.07,,6,s,11.07,0.06,B-,100.0,,,,,,,,1,2.09335,9e-05,0.056,0.004,7024.4689,0.0297,-9840.8348,0.1628,-8126.2863,2.3016,-3813.635,0.886,6601.3362,0.0297,10639.2921,2.6371,7720.1351,0.0015,19999981.252,0.031,-17.463,0.03,N,1935.0,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H. WELLER,2023-10-18,20f
9,12,F,,,,,,0.0,,,5/2+,4.158,,20,s,4.158,0.02,B-,100.0,,,,,,,,,3.9194,0.0012,0.011,0.002,5684.1712,1.8004,-1076.9911,1.8,-10342.5998,15.1076,-8109.639,12.134,8101.4601,1.8002,11132.748,2.0058,7738.2934,0.0857,20999948.893,1.932,-47.605,1.8,N,1955.0,15-Jan-2015,R.B. FIRESTONE,2023-10-18,21f
9,13,F,,,,,,0.0,,,(4+),4.23,,4,s,4.23,0.04,B-,100.0,,B-N,11.0,,,,,,2.6944,0.0004,0.003,0.002,10818.0916,12.399,453.8342,12.3991,-12744.7075,22.3285,-6489.656,58.256,5230.337,12.529,12557.629,17.255,7624.2954,0.5636,22002998.812,13.31,2793.376,12.399,N,1965.0,1-Apr-2015,M. Shamsuzzoha Basunia,2023-10-18,22f
9,14,F,,,,,,0.0,,,(5/2+),2.23,,14,s,2.23,0.14,B-,100.0,,B-N,14.0,,,,,,,,,,8439.3084,33.3206,3238.6611,33.3204,-14995.9075,37.1394,-11336.108,126.19,7579.4305,35.5526,13286.7398,65.9564,7622.3447,1.4487,23003526.875,35.77,3285.263,33.32,N,1970.0,1-Jun-2020,M.S. Basunia{+#} and  A. Chakraborty{+##},2023-10-18,23f
9,15,F,,,,,,0.0,,,(3+),382,,16,ms,0.382,0.016,B-,100.0,,B-N,5.9,,,,,,,,,,13496.1583,97.6717,4627.2428,97.6704,-16646.8978,125.5539,-10955.888,191.632,3812.0656,103.1976,14365.8258,156.0553,7463.5831,4.0696,24008099.37,104.853,7544.516,97.67,N,1970.0,31-Mar-2022,M. Shamsuzzoha Basunia and  Anagha Chakraborty,2023-10-18,24f
9,16,F,,,,,,0.0,,,5/2+,80,,9,ms,0.08,0.009,B-,100.0,,B-N,23.1,4.5,,,,,,,,,13369.6698,100.7212,9214.4912,96.4438,-16322.6644,165.1362,-15994.863,191.19,4281.6671,137.2612,14455.2086,191.0097,7336.3065,3.8577,25012167.727,103.535,11334.167,96.442,N,1970.0,1-Feb-2008,R.B. FIRESTONE,2023-10-18,25f
9,17,F,,,,,,0.0,,,1+,8.2,,9,ms,0.0082,0.0009,B-,100.0,,B-N,13.5,4.0,,,,,,,,,18193.5414,108.6022,12638.8399,110.8984,-15515.0654,233.7243,-15986.386,196.63,730.8299,144.0693,15943.3462,196.7426,7082.2497,4.1164,26020048.065,114.898,18674.655,107.027,N,1979.0,1-Feb-2016,M.S. Basunia and A.M. Hurst,2023-10-18,26f
9,18,F,,,,,,0.0,,,(5/2+),5.0,,2,ms,0.005,0.0002,B-,100.0,,B-N,77.0,21.0,,,,,,,,,18082.568,150.6211,16581.0463,121.6023,-14011.8669,437.4086,,,1612.4952,59.3534,16816.5337,204.0982,6879.6662,4.4518,27026981.897,129.037,25133.478,120.198,N,1981.0,30-Nov-2010,M. Shamsuzzoha Basunia,2023-10-18,27f
9,19,F,,,,,,0.0,,,,0.046,AP,,as,4.6e-20,,N,100.0,,,,,,,,,,,,,22104.0579,174.2886,18281.568,150.7406,-15959.0,418.0,-18676.204,709.284,-199.0,6.0,18555.0,514.0,6626.8567,4.2981,28035860.448,129.198,33403.796,120.347,N,2012.0,1-Apr-2013,M. Shamsuzzoha Basunia,2023-10-18,28f
9,20,F,,,,,,0.0,,,,2.5,,3,ms,0.0025,0.0003,B-,100.0,,B-N,100.0,80.0,,,,,,,,,21750.3873,546.2212,20779.1341,540.2768,-18258.0,727.0,,,1324.9238,538.9707,19219.0,874.0,6444.0314,18.116,29043103.0,564.0,40150.19,525.363,N,1989.0,1-Jan-2012,M. Shamsuzzoha Basunia,2023-10-18,29f
9,21,F,,,,,,0.0,,,,,,,,,,N,,,,,,,,,,,,,,25680.0,561.0,22489.0,522.0,,,,,-739.0,725.0,,,6205.0,17.0,30052561.0,537.0,48960.0,500.0,Y,,30-Jun-2010,M. SHAMSUZZOHA BASUNIA,2023-10-18,30f
9,22,F,,,,,,0.0,,,,,,,,,,B-,100.0,,B-2N,,,B-7N,,,,,,,,25661.0,597.0,25491.0,592.0,,,,,189.0,732.0,,,6011.0,17.0,31061023.0,574.0,56843.0,535.0,Y,1999.0,24-Jun-2022,Jun Chen and Balraj Singh,2023-10-18,31f
10,5,Ne,,,,,,0.0,,,(3/2-),0.59,,,MeV,7.732842628328571e-22,0.0,2P,100.0,,,,,,,,,,,,,,,,,-9948.4554,89.7291,23648.622,68.138,,,-961.9999,77.1751,4868.7285,4.4456,15043172.977,71.588,40215.374,66.684,N,2014.0,01-MARCH-2014,J. Kelley and  C.G. Sheu,2023-10-18,15ne
10,6,Ne,,,,,,0.0,,,0+,80,LT,,keV,5.702971438392322e-21,0.0,2P,100.0,,,,,,,,,,,,,,,,,-10451.4758,23.7368,13311.593,21.171,24299.9167,69.758,-131.0518,24.8079,6083.1777,1.28,16025750.86,21.986,23986.775,20.48,N,1977.0,27-Jan-2020,G.C. Sheu and  J.H. Kelley,2023-10-18,16ne
10,7,Ne,3.0413,0.0088,,,,0.0,,,1/2-,109.2,,6,ms,0.1092,0.0006,EC+B+,100.0,,ECP,95.2,4.6,ECA,2.77,0.19,3/2,0.7873,0.0014,,,-18219.1277,59.6167,,,-9039.8956,9.5329,14548.751,0.432,15557.6411,20.4831,1463.7009,5.3759,6640.4991,0.0208,17017713.962,0.38,16500.452,0.354,N,1963.0,16-Jan-2018,J.H. Kelley and  G.C. Sheu,2023-10-18,17ne
10,8,Ne,2.9714,0.0076,,,,0.0,,,0+,1672,,8,ms,1.672,0.008,EC+B+,100.0,,,,,,,,1,,,,,-19720.3745,93.8819,-37473.2804,59.6167,-5115.0797,0.3643,4444.505,0.588,19254.1527,0.5071,3923.055,0.4399,7341.2577,0.0202,18005708.696,0.39,5317.617,0.363,N,1954.0,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2023-10-18,18ne
10,9,Ne,3.0082,0.004,,,,0.0,,,1/2+,17.22,,2,s,17.22,0.02,EC+B+,100.0,,,,,,,,1/2,-1.88515,7e-05,,,-11177.331,10.5364,-31357.2564,93.8814,-3528.4845,0.5156,3239.499,0.16,11636.8819,0.3965,6410.03,0.4902,7567.3431,0.0084,19001880.906,0.171,1752.054,0.16,N,1939.0,31-OCT-1994,TILLEY and  WELLER and  CHEVES and  CHASTELER,2023-10-18,19ne
10,10,Ne,3.0055,0.0021,90.48,0.03,,0.0,,,0+,STABLE,,,,,,,,,,,,,,,0,1.08,0.08,-0.23,0.03,-13892.4207,1.109,-28042.6347,10.5351,-4729.8459,0.0016,-7024.469,0.03,16865.3038,0.1601,12843.4581,0.0017,8032.2412,0.0002,19992440.17525,0.00165,-7041.93217,0.00154,N,1913.0,21-APR-1997,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H. WELLER,2023-10-18,20ne
10,11,Ne,2.9695,0.0033,0.27,0.01,,0.0,,,3/2+,STABLE,,,,,,,,,,,,,,,,-0.6617,3e-05,0.1016,0.0008,-3546.919,0.0177,-20653.583,1.1096,-7347.928,0.0385,-5684.171,1.8,6761.1623,0.0385,13003.2842,0.0486,7971.7136,0.0018,20993846.685,0.041,-5731.776,0.038,N,1928.0,15-Jan-2015,R.B. FIRESTONE,2023-10-18,21ne
10,12,Ne,2.9525,0.004,9.25,0.03,,0.0,,,0+,STABLE,,,,,,,,,,,,,,,,0.65,0.02,-0.215,0.012,-2843.3243,0.1325,-13911.1765,0.0459,-9666.8153,0.0177,-10818.092,12.399,10364.2574,0.0424,15266.0816,1.8001,8080.4656,0.0008,21991385.113,0.018,-8024.716,0.018,N,1913.0,1-Apr-2015,M. Shamsuzzoha Basunia,2023-10-18,22ne
10,13,Ne,2.9104,0.0071,,,,0.0,,,5/2+,37.25,,10,s,37.25,0.1,B-,100.0,,,,,,,,,-1.0794,0.001,0.145,0.013,4375.8085,0.1044,-8043.9716,0.1677,-10911.8187,2.639,-8439.308,33.32,5200.6473,0.1029,15236.3919,12.3994,7955.2561,0.0045,22994466.905,0.112,-5154.045,0.104,N,1936.0,1-Jun-2020,M.S. Basunia{+#} and  A. Chakraborty{+##},2023-10-18,23ne
10,14,Ne,2.9007,0.0078,,,,0.0,,,0+,3.38,,2,m,202.8,1.2,B-,100.0,,,,,,,,2,,,,,2466.2583,0.513,-4493.1069,0.5127,-12172.73,1.0227,-13496.158,97.671,8868.9154,0.5226,16525.8769,33.3244,7993.3252,0.0214,23993610.649,0.55,-5951.642,0.513,N,1956.0,31-Mar-2022,M. Shamsuzzoha Basunia and  Anagha Chakraborty,2023-10-18,24ne
10,15,Ne,2.9316,0.0088,,,,0.0,,,1/2+,602,,8,ms,0.602,0.008,B-,100.0,,,,,,,,,-1.006,0.0005,,,7322.3107,29.0701,-1688.9203,29.0453,-12522.4526,31.4266,-13369.67,100.72,4155.1786,29.0499,16868.9899,101.8976,7839.7994,1.1618,24997814.797,31.181,-2035.503,29.045,N,1970.0,1-Feb-2008,R.B. FIRESTONE,2023-10-18,25ne
10,16,Ne,2.9251,0.01,,,,0.0,,,0+,197,,2,ms,0.197,0.002,B-,100.0,,B-N,0.13,0.03,,,,,,,,,7341.894,18.7585,1767.6091,18.4678,-11226.8344,59.8299,-18193.541,108.602,5554.7015,34.3984,18142.0243,98.1873,7751.911,0.7088,26000516.496,19.784,481.114,18.429,N,1970.0,1-Feb-2016,M.S. Basunia and A.M. Hurst,2023-10-18,26ne
10,17,Ne,,,,,,0.0,,,(3/2+),31.5,,13,ms,0.0315,0.0013,B-,100.0,,B-N,2.0,0.5,,,,,,,,,12568.7005,90.8467,5840.3723,90.8378,-9995.3765,151.8322,-18082.568,150.621,1501.5217,92.6221,18912.7161,140.3355,7520.4151,3.3619,27007569.462,97.445,7050.91,90.77,N,1977.0,30-Nov-2010,M. Shamsuzzoha Basunia,2023-10-18,27ne
10,18,Ne,2.9642,0.0134,,,,0.0,,,0+,20,,1,ms,0.02,0.001,B-,100.0,,B-N,12.0,1.0,B-2N,3.7,0.5,,,,,,12288.0534,126.4833,8746.2106,126.1227,-9625.5821,207.5491,-22104.058,174.289,3822.4899,155.3457,21122.7109,174.1853,7388.3463,4.5024,28012130.767,135.339,11299.738,126.068,N,1979.0,1-Apr-2013,M. Shamsuzzoha Basunia,2023-10-18,28ne
