z,n,symbol,radius,unc_r,abundance,unc_a,energy_shift,energy,unc_e,ripl_shift,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_md,electric_quadrupole,unc_eq,qbm,unc_qb,qbm_n,unc_qbmn,qa,unc_qa,qec,unc_qec,sn,unc_sn,sp,unc_sp,binding,unc_ba,atomic_mass,unc_am,massexcess,unc_me,me_systematics,discovery,ENSDFpublicationcut-off,ENSDFauthors,Extraction_date,nuclide
14,19,Si,,,,,,0.0,,,3/2+,6.11,,21,s,6.11,0.21,B-,100.0,,,,,,,,,1.21,0.03,,,5823.0223,1.2947,-4280.7698,0.6998,-12326.8839,0.7789,-12016.946,7.021,4507.957,0.7596,16703.9307,7.2064,8361.0596,0.0212,32977976.964,0.75,-20514.328,0.699,N,1971.0,31-Mar-2011,JUN CHEN AND BALRAJ SINGH,2023-10-18,33si
14,20,Si,,,,,,0.0,,,0+,2.77,,20,s,2.77,0.2,B-,100.0,,,,,,,,,,,,,4557.0175,1.1395,-1725.6517,1.3527,-13535.2274,1.5226,-16994.065,2.252,7548.674,1.0629,18783.273,7.032,8337.1659,0.0236,33978538.045,0.86,-19991.684,0.801,N,1971.0,28-May-2012,NINEL NICA and  BALRAJ SINGH,2023-10-18,34si
14,21,Si,,,,,,0.0,,,(7/2)-,0.78,,12,s,0.78,0.12,B-,100.0,,B-N,5.0,,,,,,-1.639,0.004,,,10466.3291,35.9049,2085.9034,35.8665,-13694.2441,35.9889,-14167.75,36.6,2471.1141,35.8663,18682.8324,35.9191,8169.5644,1.0245,34984550.111,38.494,-14391.48,35.857,N,1971.0,31-MAY-2015,JUN CHEN AND BALRAJ SINGH,2023-10-18,35si
14,22,Si,,,,,,0.0,,,0+,0.45,,6,s,0.45,0.06,B-,100.0,,B-N,10.0,,,,,,,,,,7814.9194,72.9852,4350.3658,71.8217,-14032.1404,71.8714,-18386.509,165.851,6115.9633,80.2535,19501.3667,72.1736,8112.5199,1.9944,35986649.271,77.077,-12436.125,71.797,N,1971.0,31-Dec-2011,NINEL NICA and  JOHN CAMERON AND BALRAJ SINGH,2023-10-18,36si
14,23,Si,,,,,,0.0,,,(5/2-),90,,60,ms,0.09,0.06,B-,100.0,,B-N,17.0,13.0,B-2N,,,,,,,,12424.5003,119.9691,5608.2145,114.5623,-13959.3009,113.8405,-16381.076,213.168,2206.7049,134.5638,19810.8675,187.8942,7952.9033,3.0759,36992945.191,122.179,-6571.512,113.809,N,1979.0,31-MAY-2015,JUN CHEN AND BALRAJ SINGH,2023-10-18,37si
14,24,Si,,,,,,0.0,,,0+,63,,8,ms,0.063,0.008,B-,100.0,,B-N,25.0,10.0,,,,,,,,,10451.2656,127.4736,6754.3952,111.4524,-14918.5391,105.0195,-20640.299,182.98,5670.1051,154.7067,21268.8346,208.4935,7892.8297,2.7577,37995523.0,112.5,-4170.299,104.793,N,1979.0,30-Sep-2017,JUN CHEN,2023-10-18,38si
14,25,Si,,,,,,0.0,,,(5/2-),47.5,,20,ms,0.0475,0.002,B-,100.0,,B-2N,,,B-N,,,,,,,,15094.9874,176.2324,8870.5985,153.7432,-15744.35,301.8106,-19169.648,329.194,1580.6672,171.3202,21438.0,202.0,7730.9793,3.4752,39002491.0,145.5,2320.352,135.532,N,1979.0,1-Jan-2018,JUN CHEN,2023-10-18,39si
14,26,Si,,,,,,0.0,,,0+,33.0,,10,ms,0.033,0.001,B-,100.0,,B-2N,,,B-N,,,,,,,,13806.0653,147.8912,10370.1935,166.0437,-17138.1994,700.9344,-23153.124,323.855,4724.7939,182.3478,23112.0,324.0,7655.8247,3.0498,40006083.641,130.962,5666.876,121.991,N,1989.0,30-Sep-2015,JUN CHEN,2023-10-18,40si
14,27,Si,,,,,,0.0,,,,20.0,,25,ms,0.02,0.0025,B-,100.0,,B-N,0.0,,,,,,,,,,18180.0,323.0,13268.0,311.0,-17436.0,761.0,-21390.0,500.0,538.0,324.0,22909.0,424.0,7482.0,7.0,41014171.0,322.0,13200.0,300.0,Y,1989.0,30-Sep-2015,C.D. Nesaraja and  E.A. McCutchan,2023-10-18,41si
14,28,Si,,,,,,0.0,,,0+,12.5,,35,ms,0.0125,0.0035,B-,100.0,,B-N,,,B-2N,,,,,,,,15748.0,315.0,13748.0,323.0,-19659.0,586.0,-25150.0,583.0,4432.0,424.0,25040.0,500.0,7410.0,7.0,42018078.0,322.0,16840.0,300.0,Y,1990.0,31-May-2016,JUN CHEN{+#} AND BALRAJ SINGH,2023-10-18,42si
14,29,Si,,,,,,0.0,,,,60,GT,,ns,6e-08,,B-,,,B-N,,,B-2N,,,,,,,,19289.0,500.0,15167.0,411.0,-20871.0,650.0,-23940.0,721.1,581.0,500.0,24949.0,640.0,7251.0,9.0,43026119.0,429.0,24330.0,400.0,Y,2002.0,31-Mar-2015,BALRAJ SINGH AND JUN CHEN{+#},2023-10-18,43si
14,30,Si,,,,,,0.0,,,0+,360,GT,,ns,3.6e-07,,B-,100.0,,B-N,,,,,,,,,,,18200.0,640.0,16199.0,583.0,-22664.0,707.0,,,3091.0,640.0,26249.0,781.0,7156.0,11.0,44031466.0,537.0,29310.0,500.0,Y,2007.0,31-Jul-2011,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,2023-10-18,44si
15,10,P,,,,,,0.0,,,(1/2+),30,LT,,ns,3e-08,,P,100.0,,,,,,,,,,,,,,,,,-9324.0,721.0,16362.678,400.125,21901.0,640.0,-2156.0,400.0,6794.0,16.0,25021675.0,429.0,20190.0,400.0,Y,,1-Feb-2008,R.B. FIRESTONE,2023-10-18,25p
15,11,P,,,,,,0.0,,,(3)+,43.7,,6,ms,0.0437,0.0006,EC+B+,100.0,,ECP,36.8,2.0,EC2P,2.16,0.24,2,,,,,-16707.0,631.0,,,-9653.0,446.0,18114.003,196.0,17288.0,445.0,143.0,196.0,7198.0,8.0,26011780.0,210.0,10973.0,196.0,Y,1983.0,1-Feb-2016,M.S. Basunia and A.M. Hurst,2023-10-18,26p
15,12,P,,,,,,0.0,,,1/2+,260,,80,ms,0.26,0.08,EC+B+,100.0,,B+P,0.07,,,,,,,,,,-18150.0,400.0,-36411.0,600.0,-9832.0193,9.0072,11725.473,9.002,19703.0,196.0,807.0001,9.0,7661.0894,0.3334,26999292.499,9.662,-659.032,9.001,N,1977.0,30-Nov-2010,M. Shamsuzzoha Basunia,2023-10-18,27p
15,13,P,,,,,,0.0,,,3+,270.3,,5,ms,0.2703,0.0005,EC+B+,100.0,,ECP,0.0013,0.0004,ECA,0.00086,0.00025,,0.312,0.003,0.137,0.014,-11221.0593,160.0041,-32710.0,400.0,-9523.9602,1.1654,14344.941,1.147,14560.1422,9.0735,2052.3222,1.1523,7907.4842,0.041,27992326.46,1.231,-7147.856,1.147,N,1953.0,1-Apr-2013,M. Shamsuzzoha Basunia,2023-10-18,28p
15,14,P,,,,,,0.0,,,1/2+,4.142,,15,s,4.142,0.015,EC+B+,100.0,,,,,,,,,1.2344,0.0003,,,-13858.4257,13.0459,-29097.37,160.0004,-10461.791,0.3647,4942.233,0.359,17876.3107,1.2021,2749.023,0.3589,8251.2368,0.0124,28981800.368,0.385,-16952.849,0.359,N,1941.0,1-Jan-2012,M. Shamsuzzoha Basunia,2023-10-18,29p
15,15,P,,,,,,0.0,,,1+,2.498,,4,m,149.88,0.24,EC+B+,100.0,,,,,,,,,,,,,-6141.6014,0.1956,-25177.7505,13.0411,-10415.6324,0.0929,4232.106,0.069,11319.3249,0.3648,5594.7454,0.0652,8353.5064,0.0022,29978313.49,0.069,-20200.856,0.065,N,1934.0,30-Jun-2010,M. SHAMSUZZOHA BASUNIA,2023-10-18,30p
15,16,P,3.1889,0.0019,100.0,,,0.0,,,1/2+,STABLE,,,,,,,,,,,,,,,,1.130925,5e-06,,,-5398.013,0.2292,-18452.608,0.2062,-9668.5967,0.0474,-1491.507,0.043,12311.0066,0.0652,7296.5531,0.0216,8481.1677,0.0002,30973761.99768,0.0008,-24440.54442,0.00075,N,1920.0,24-Jun-2022,Jun Chen and Balraj Singh,2023-10-18,31p
15,17,P,,,,,,0.0,,,1+,14.268,,5,d,1232755.2,432.0,B-,100.0,,,,,,,,,-0.2528,0.0002,,,1710.6608,0.04,-13333.6629,0.2327,-9879.0727,0.063,-227.187,0.301,7935.65,0.04,8644.81,0.059,8464.1203,0.0013,31973907.643,0.042,-24304.876,0.04,N,1934.0,24-Aug-2011,CHRISTIAN OUELLET and  BALRAJ SINGH,2023-10-18,32p
15,18,P,,,,,,0.0,,,1/2+,25.35,,11,d,2190240.0,9504.0,B-,100.0,,,,,,,,,,,,,248.5079,1.09,-8393.1313,1.09,-10554.504,1.1432,-5823.022,1.295,10103.7921,1.0907,9548.6323,1.13,8513.8073,0.033,32971725.692,1.17,-26337.35,1.09,N,1951.0,05-JUL-2017,BALRAJ SINGH AND JUN CHEN,2023-10-18,33p
15,19,P,,,,,,0.0,,,1+,12.43,,10,s,12.43,0.1,B-,100.0,,,,,,,,,,,,,5382.9879,0.8116,-6034.1613,0.8104,-11109.5009,2.0983,-4557.018,1.139,6282.6692,1.3582,11323.3446,1.07,8448.1856,0.0238,33973645.886,0.87,-24548.702,0.81,N,1945.0,28-May-2012,NINEL NICA and  BALRAJ SINGH,2023-10-18,34p
15,20,P,,,,,,0.0,,,1/2+,47.3,,8,s,47.3,0.8,B-,100.0,,,,,,,,,,,,,3988.4006,1.8667,-2997.4378,1.8669,-12332.0163,2.9123,-10466.329,35.906,8380.4257,2.0348,12155.0962,2.0311,8446.2496,0.0533,34973314.045,2.003,-24857.809,1.866,N,1971.0,20-Oct-2011,JUN CHEN and  JOHN CAMERON AND BALRAJ SINGH,2023-10-18,35p
15,21,P,,,,,,0.0,,,4-,5.6,,3,s,5.6,0.3,B-,100.0,,,,,,,,,,,,,10413.0962,13.1124,523.8471,13.1137,-11576.5922,14.947,-7814.92,72.98,3464.5535,13.2432,13148.5357,38.1792,8307.8692,0.3643,35978259.61,14.078,-20251.045,13.114,N,1971.0,31-Dec-2011,NINEL NICA and  JOHN CAMERON AND BALRAJ SINGH,2023-10-18,36p
15,22,P,,,,,,0.0,,,(1/2+),2.31,,13,s,2.31,0.13,B-,100.0,,,,,,,,,,,,,7900.4135,37.9474,3596.8105,37.9473,-12923.5461,38.5855,-12424.5,119.9,6816.2857,40.1489,13848.8581,81.209,8267.5561,1.0256,36979606.942,40.738,-18996.012,37.948,N,1971.0,15-Jan-2012,JOHN CAMERON and  JUN CHEN AND BALRAJ SINGH and  NINEL NICA,2023-10-18,37p
15,23,P,,,,,,0.0,,,(2-),0.64,,14,s,0.64,0.14,B-,100.0,,B-N,12.0,5.0,,,,,,,,,12239.6512,72.934,4203.5431,72.5808,-14048.8619,72.611,-10451.266,127.474,3696.8704,81.9022,15339.0237,134.9833,8147.2749,1.91,37984303.105,77.918,-14621.565,72.581,N,1971.0,30-Sep-2017,JUN CHEN,2023-10-18,38p
15,24,P,,,,,,0.0,,,(1/2+),0.28,,4,s,0.28,0.04,B-,100.0,,B-N,26.0,8.0,,,,,,,,,10388.0361,123.243,6015.2622,112.8728,-14975.8218,112.8848,-15094.988,176.232,6224.3889,134.0028,15893.3076,153.8519,8097.9701,2.8883,38986285.865,120.929,-12774.636,112.645,N,1977.0,1-Jan-2018,JUN CHEN,2023-10-18,39p
15,25,P,,,,,,0.0,,,(2- 3-),150,,8,ms,0.15,0.008,B-,100.0,,B-N,15.8,2.1,B-2N,,,,,,,,14698.6603,83.7017,6952.1643,97.4172,-16514.4895,171.2945,-13806.065,147.892,3435.8718,140.2816,17748.5122,159.2455,7981.4177,2.0902,39991262.221,89.755,-8139.189,83.607,N,1979.0,30-Sep-2015,JUN CHEN,2023-10-18,40p
15,26,P,,,,,,0.0,,,,101,,5,ms,0.101,0.005,B-,100.0,,B-N,30.0,10.0,,,,,,,,,14028.8125,120.2326,9786.7641,120.2287,-17214.2477,216.6265,-18179.767,323.17,4911.8962,146.3872,17935.6145,171.2331,7906.5513,2.9308,40994654.0,129.0,-4979.767,120.163,N,1979.0,30-Sep-2015,C.D. Nesaraja and  E.A. McCutchan,2023-10-18,41p
15,27,P,,,,,,0.0,,,,48.5,,15,ms,0.0485,0.0015,B-,100.0,,B-N,50.0,20.0,B-2N,,,,,,,,18729.5899,95.0504,12029.1041,95.0977,-17803.0,178.0,-15748.158,314.685,1999.7084,153.1857,19397.0,315.0,7765.9122,2.2621,42001172.14,101.996,1091.842,95.009,N,1979.0,31-May-2016,JUN CHEN{+#} AND BALRAJ SINGH,2023-10-18,42p
15,28,P,,,,,,0.0,,,1/2+,36.5,,15,ms,0.0365,0.0015,B-,100.0,,B-N,100.0,,B-2N,,,,,,,,17236.0,300.0,14607.0,300.0,-18874.0,424.0,-19290.0,500.0,4123.0,315.0,19088.0,424.0,7681.0,7.0,43005411.0,322.0,5040.0,300.0,Y,1989.0,31-Mar-2015,BALRAJ SINGH AND JUN CHEN{+#},2023-10-18,43p
15,29,P,,,,,,0.0,,,,18.5,,25,ms,0.0185,0.0025,B-,,,B-N,,,,,,,,,,,20314.0,400.0,15234.0,400.0,-20135.0,500.0,-18200.0,640.3,2002.0,500.0,20509.0,565.0,7552.0,9.0,44011927.0,429.0,11110.0,400.0,Y,1989.0,31-Jul-2011,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,2023-10-18,44p
15,30,P,,,,,,0.0,,,,200,GT,,ns,2e-07,,B-,,,,,,,,,,,,,,19301.0,583.0,17093.0,500.0,-21055.0,640.0,,,3221.0,640.0,20639.0,707.0,7456.0,11.0,45017134.0,537.0,15960.0,500.0,Y,1990.0,30-Oct-2007,T. W. BURROWS,2023-10-18,45p
15,31,P,,,,,,0.0,,,,,,,,,,B-,100.0,,,,,,,,,,,,,22200.0,640.0,18109.0,583.0,-21575.0,707.0,,,1191.0,707.0,21539.0,781.0,7320.0,11.0,46024520.0,537.0,22840.0,500.0,Y,1990.0,15-Jul-2000,S. -C. WU,2023-10-18,46p
16,10,S,,,,,,0.0,,,0+,79,LT,,ns,7.9e-08,,P,,,,,,,,,,,,,,,,,,-8385.0,781.0,16707.0,631.2,,,-201.0,721.0,6525.0,23.0,26029716.0,644.0,27680.0,600.0,Y,,1-Feb-2016,M.S. Basunia and A.M. Hurst,2023-10-18,26s
16,11,S,,,,,,0.0,,,(5/2+),15.5,,15,ms,0.0155,0.0015,EC+B+,100.0,,B+P,2.3,0.9,B+2P,1.1,0.5,,,,,,,,,,-8884.0,641.0,18150.032,400.101,18261.0,721.0,771.0,445.0,6960.0,15.0,27018777.0,430.0,17491.0,400.0,Y,1986.0,30-Nov-2010,M. Shamsuzzoha Basunia,2023-10-18,27s
16,12,S,,,,,,0.0,,,0+,125,,10,ms,0.125,0.01,EC+B+,100.0,,ECP,20.7,2.0,,,,,,,,,-24197.0,525.0,,,-9096.8986,161.1805,11221.059,160.004,21489.0,431.0,2556.7359,160.253,7478.7911,5.7143,28004372.762,171.767,4073.203,160.0,N,1982.0,1-Apr-2013,M. Shamsuzzoha Basunia,2023-10-18,28s
16,13,S,,,,,,0.0,,,(5/2+),188,,4,ms,0.188,0.004,EC+B+,100.0,,ECP,47.0,5.0,,,,,,,,,-17117.0,189.0,-39436.0,500.0,-9346.661,16.4337,13858.426,13.046,15238.9444,160.5306,3235.538,13.0913,7746.3826,0.4497,28996678.0,14.0,-3094.423,13.041,N,1964.0,1-Jan-2012,M. Shamsuzzoha Basunia,2023-10-18,29s
16,14,S,,,,,,0.0,,,0+,1.178,,5,s,1.178,0.005,EC+B+,100.0,,,,,,,,,,,,,-18733.802,23.8769,-36153.0,189.0,-9343.167,0.2326,6141.602,0.216,19036.1491,13.0425,4395.3764,0.4139,8122.7081,0.0069,29984906.77,0.221,-14059.254,0.206,N,1961.0,30-Jun-2010,M. SHAMSUZZOHA BASUNIA,2023-10-18,30s
16,15,S,,,,,,0.0,,,1/2+,2.5534,,18,s,2.5534,0.0018,EC+B+,100.0,,,,,,,,,0.48793,8e-05,,,-12007.979,3.4541,-31788.3971,23.8771,-9082.9421,0.2531,5398.013,0.229,13054.5951,0.3083,6130.6466,0.2383,8281.8013,0.0074,30979557.002,0.246,-19042.531,0.229,N,1940.0,24-Jun-2022,Jun Chen and Balraj Singh,2023-10-18,31s
16,16,S,3.2611,0.0018,94.85,0.255,,0.0,,,0+,STABLE,,,,,,,,,,,,,,,,,,,,-12680.8313,0.5617,-27052.3027,3.4465,-6947.6559,0.0014,-1710.661,0.04,15044.3237,0.2292,8863.9638,0.0014,8493.1301,0.0002,31972071.17354,0.00141,-26015.53714,0.00131,N,1920.0,24-Aug-2011,CHRISTIAN OUELLET and  BALRAJ SINGH,2023-10-18,32s
16,17,S,,,0.763,0.02,,0.0,,,3/2+,STABLE,,,,,,,,,,,,,,,1/2,0.64325,2e-05,-0.694,0.004,-5582.5182,0.3908,-21322.4705,0.5617,-7115.6926,0.0014,-248.508,1.09,8641.6392,0.0005,9569.953,0.04,8497.6304,0.0002,32971458.90862,0.00144,-26585.8583,0.00134,N,1926.0,31-Mar-2011,JUN CHEN AND BALRAJ SINGH,2023-10-18,33s
16,18,S,3.2847,0.0021,4.365,0.235,,0.0,,,0+,STABLE,,,,,,,,,,,,,,,,1.0,0.2,0.04,0.03,-5491.6037,0.0378,-16999.6674,0.3933,-7923.6429,0.0496,-5382.987,0.811,11417.1492,0.0446,10883.3101,1.0909,8583.4986,0.0013,33967867.011,0.047,-29931.689,0.045,N,1926.0,28-May-2012,NINEL NICA and  BALRAJ SINGH,2023-10-18,34s
16,19,S,,,,,,0.0,,,3/2+,87.37,,4,d,7548768.0,3456.0,B-,100.0,,,,,,,,,1.0,0.04,-0.483,0.003,167.3218,0.0257,-12477.4421,0.0494,-8322.0883,0.0593,-3988.401,1.866,6985.8384,0.0387,11586.4793,0.8114,8537.8511,0.0012,34969032.321,0.043,-28846.21,0.04,N,1936.0,20-Oct-2011,JUN CHEN and  JOHN CAMERON AND BALRAJ SINGH,2023-10-18,35s
16,20,S,3.2985,0.0024,0.0158,0.0017,,0.0,,,0+,STABLE,,,,,,,,,,,,,,,,,,,,-1142.1329,0.1893,-9721.9273,0.1893,-9011.3676,0.3524,-10413.096,13.115,9889.2491,0.1905,13095.3028,1.857,8575.39,0.0052,35967080.692,0.201,-30664.141,0.188,N,1938.0,31-Dec-2011,NINEL NICA and  JOHN CAMERON AND BALRAJ SINGH,2023-10-18,36s
16,21,S,,,,,,0.0,,,7/2-,5.05,,2,m,303.0,1.2,B-,100.0,,,,,,,,,,,,,4865.1258,0.1965,-5445.7359,0.1995,-8807.0137,0.7262,-7900.414,37.949,4303.6031,0.063,13934.3523,13.1125,8459.9363,0.0054,36971125.5,0.212,-26896.426,0.198,N,1945.0,15-Jan-2012,JOHN CAMERON and  JUN CHEN AND BALRAJ SINGH and  NINEL NICA,2023-10-18,37s
16,22,S,,,,,,0.0,,,0+,170.3,,7,m,10218.0,42.0,B-,100.0,,,,,,,,,,,,,2936.9,7.1714,-3170.9823,7.1719,-9294.4477,7.2166,-12239.651,72.934,8036.1081,7.1745,15154.1746,38.6196,8448.7829,0.1887,37971163.3,7.699,-26861.216,7.172,N,1958.0,30-Sep-2017,JUN CHEN,2023-10-18,38s
16,23,S,,,,,,0.0,,,(7/2)-,11.5,,5,s,11.5,0.5,B-,100.0,,,,,,,,,,,,,6637.5463,50.03,-1435.8738,50.0001,-11196.1074,61.5284,-10388.036,123.243,4372.7738,50.5118,15830.078,88.1359,8344.2698,1.2821,38975133.85,53.677,-23162.672,50.0,N,1971.0,1-Jan-2018,JUN CHEN,2023-10-18,39s
16,24,S,,,,,,0.0,,,0+,8.8,,22,s,8.8,2.2,B-,100.0,,,,,,,,,-0.02,0.12,,,4719.9687,32.3118,-1108.9498,4.3425,-12826.6402,71.9078,-14698.661,83.702,7746.496,50.1583,17352.1851,112.7151,8329.3255,0.0996,39975482.561,4.274,-22837.85,3.982,N,1971.0,30-Sep-2015,JUN CHEN,2023-10-18,40s
16,25,S,,,,,,0.0,,,,1.99,,5,s,1.99,0.05,B-,100.0,,B-N,,,,,,,,,,,8298.6116,68.8456,477.9204,32.3264,-14861.9837,113.8831,-14028.813,120.233,4242.0484,5.7145,18158.3617,83.7073,8229.6358,0.1,40979593.451,4.4,-19008.58,4.099,N,1979.0,30-Sep-2015,C.D. Nesaraja and  E.A. McCutchan,2023-10-18,41s
16,26,S,,,,,,0.0,,,0+,1.016,,15,s,1.016,0.015,B-,100.0,,B-N,4.0,,,,,,,,,,7194.0221,59.6811,1598.1258,68.7803,-15892.3645,104.8303,-18729.59,95.05,6700.4858,4.9606,19946.9513,120.1952,8193.2275,0.0665,41981065.1,3.0,-17637.748,2.794,N,1979.0,31-May-2016,JUN CHEN{+#} AND BALRAJ SINGH,2023-10-18,42s
16,27,S,,,,,,0.0,,,(3/2-),265,,15,ms,0.265,0.015,B-,100.0,,B-N,40.0,10.0,,,,,1.11,0.014,0.23,0.03,11964.05,62.0579,4564.9912,59.8225,-16940.7282,135.6235,-17235.461,300.041,2629.0309,5.702,20576.2738,95.1393,8063.8276,0.1156,42986907.635,5.335,-12195.461,4.97,N,1979.0,31-Mar-2015,BALRAJ SINGH AND JUN CHEN{+#},2023-10-18,43s
16,28,S,,,,,,0.0,,,0+,100,,1,ms,0.1,0.001,B-,100.0,,B-N,18.0,3.0,,,,,,,,,11274.7373,85.7253,6883.9563,62.0781,-17296.028,122.102,-20314.236,400.034,5080.0937,7.2051,21534.0,300.0,7996.0154,0.1186,43990118.846,5.6,-9204.236,5.216,N,1979.0,31-Jul-2011,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,2023-10-18,44s
16,29,S,,,,,,0.0,,,,68,,2,ms,0.068,0.002,B-,100.0,,B-N,54.0,,,,,,,,,,14922.0,329.0,9067.0,312.0,-18965.0,424.0,-19300.0,583.0,2207.0,300.0,21739.0,500.0,7867.0,7.0,44996414.0,322.0,-3340.0,300.0,Y,1989.0,30-Oct-2007,T. W. BURROWS,2023-10-18,45s
16,30,S,,,,,,0.0,,,0+,50,,8,ms,0.05,0.008,B-,100.0,,,,,,,,,,,,,14375.0,411.0,10831.0,422.0,-18625.0,500.0,-22200.0,640.3,4091.0,500.0,22609.0,640.0,7785.0,9.0,46000687.0,429.0,640.0,400.0,Y,1989.0,12-JAN-2010,BALRAJ SINGH,2023-10-18,46s
16,32,S,,,,,,0.0,,,,,,,,,,B-,,,,,,,,,,,,,,16670.0,707.0,13899.0,539.0,-19346.0,707.0,,,2882.0,640.0,23709.0,781.0,7552.0,10.0,48013301.0,537.0,12390.0,500.0,Y,1990.0,30-Nov-2021,JUN CHEN,2023-10-18,48s
17,12,Cl,,,,,,0.0,,,(1/2+),20,LT,,ns,2e-08,,P,100.0,,,,,,,,,,,,,-23947.0,478.0,,,-8593.0,442.0,17116.423,189.449,22319.0,534.0,-2660.0,100.0,7129.0,7.0,29015053.0,203.0,14022.0,189.0,Y,1993.0,31-Jan-2016,BALRAJ SINGH,2023-10-18,29cl
17,13,Cl,,,,,,0.0,,,(3+),30,LT,,ns,3e-08,,P,,,,,,,,,,,,,,-17397.0,180.0,-41366.0,439.0,-8723.0,197.0,18733.802,23.877,17419.0,190.0,-479.9999,20.0,7472.1698,0.7959,30005018.333,25.631,4674.548,23.876,N,2018.0,30-Jun-2010,M. SHAMSUZZOHA BASUNIA,2023-10-18,30cl
17,14,Cl,,,,,,0.0,,,3/2+,190,,1,ms,0.19,0.001,EC+B+,100.0,,ECP,2.4,0.2,,,,,,,,,-18360.0,200.0,-37177.0,179.0,-8800.436,9.638,12007.979,3.455,19780.4181,24.1235,264.2691,3.4527,7869.2101,0.1112,30992448.097,3.7,-7034.552,3.447,N,1977.0,24-Jun-2022,Jun Chen and Balraj Singh,2023-10-18,31cl
17,15,Cl,,,,,,0.0,,,1+,298,,1,ms,0.298,0.001,EC+B+,100.0,,ECA,0.054,0.008,ECP,0.026,0.005,,1.115,0.006,,,-11134.3536,1.8568,-32731.0,200.0,-8611.7653,1.256,12680.831,0.562,14371.4714,3.492,1581.1455,0.5343,8072.4058,0.0176,31985684.605,0.603,-13334.706,0.562,N,1953.0,24-Aug-2011,CHRISTIAN OUELLET and  BALRAJ SINGH,2023-10-18,32cl
17,16,Cl,,,,,,0.0,,,3/2+,2.511,,4,s,2.511,0.004,EC+B+,100.0,,,,,,,,,0.7547,0.0003,,,-11619.0452,0.5596,-26874.3058,1.8125,-6475.4069,0.5306,5582.518,0.391,15739.9523,0.6843,2276.774,0.3908,8304.7557,0.0118,32977451.988,0.419,-21003.34,0.391,N,1940.0,31-Mar-2011,JUN CHEN AND BALRAJ SINGH,2023-10-18,33cl
17,17,Cl,,,,,,0.0,,,0+,1.5266,,4,s,1.5266,0.0004,EC+B+,100.0,,,,,,,,,,,,,-6061.793,0.0631,-23127.109,0.4035,-6664.1457,0.0814,5491.603,0.067,11508.0637,0.3938,5143.1985,0.0487,8398.9706,0.0014,33973762.49,0.052,-24440.086,0.049,N,1934.0,28-May-2012,NINEL NICA and  BALRAJ SINGH,2023-10-18,34cl
17,18,Cl,3.3654,0.0191,75.8,0.17,,0.0,,,3/2+,STABLE,,,,,,,,,,,,,,,,0.8217,2e-05,-0.0817,0.0008,-5966.2429,0.6794,-18706.5569,0.0785,-6997.903,0.0355,-167.322,0.053,12644.7639,0.0506,6370.8132,0.0424,8520.279,0.001,34968852.694,0.038,-29013.532,0.035,N,1919.0,20-Oct-2011,JUN CHEN and  JOHN CAMERON AND BALRAJ SINGH,2023-10-18,35cl
17,19,Cl,,,,,,0.0,,,2+,3.013E+5,,15,Y,9508101796144.57,47335388961.888,B-,98.1,0.1,EC+B+,1.9,0.1,,,,,1.2849,0.0003,-0.178,0.004,709.5343,0.0449,-14546.0374,0.6794,-7642.0475,0.0537,1142.133,0.191,8579.7945,0.0048,7964.7692,0.0262,8521.9322,0.001,35968306.822,0.038,-29522.008,0.036,N,1941.0,31-Dec-2011,NINEL NICA and  JOHN CAMERON AND BALRAJ SINGH,2023-10-18,36cl
17,20,Cl,3.384,0.017,24.2,0.17,,0.0,,,3/2+,STABLE,,,,,,,,,,,,,,,,0.684,1e-05,-0.0644,0.0006,-813.8729,0.2,-9601.3275,0.0584,-7849.1172,1.0912,-4865.126,0.205,10310.8617,0.064,8386.3819,0.1861,8570.2816,0.0014,36965902.573,0.055,-31761.552,0.052,N,1919.0,15-Jan-2012,JOHN CAMERON and  JUN CHEN AND BALRAJ SINGH and  NINEL NICA,2023-10-18,37cl
17,21,Cl,,,,,,0.0,,,2-,37.230,,14,m,2233.8,0.84,B-,100.0,,,,,,,,,2.05,0.02,,,4916.7109,0.2182,-6921.7552,0.2166,-7674.3302,0.8163,-2936.9,7.1,6107.8823,0.0832,10190.6611,0.2134,8505.4817,0.0026,37968010.408,0.105,-29798.116,0.098,N,1940.0,30-Sep-2017,JUN CHEN,2023-10-18,38cl
17,22,Cl,,,,,,0.0,,,3/2+,56.2,,6,m,3372.0,36.0,B-,100.0,,,,,,,,,,,,,3441.9774,5.2915,-3156.7093,1.743,-7367.3246,2.5457,-6637.546,50.03,8073.4201,1.7333,10227.9731,7.3779,8494.4032,0.0444,38968008.151,1.859,-29800.218,1.732,N,1949.0,1-Jan-2018,JUN CHEN,2023-10-18,39cl
